timestamp,elapsed_s,phase,target_rate,vertex_name,parallelism,slot_usage,in_rate,out_rate,busy_ratio
2026-04-02 09:44:06,0.0,phase_1,10000,Source: RocketMQ-Source,2,2,0.0,0.0,0.0
2026-04-02 09:44:06,0.0,phase_1,10000,Watermark-Assigner,2,2,0.0,0.0,0.0
2026-04-02 09:44:06,0.0,phase_1,10000,Hardware-Filter,2,2,0.0,0.0,0.0
2026-04-02 09:44:06,0.0,phase_1,10000,Signal-Extraction,2,2,0.0,0.0,0.0
2026-04-02 09:44:06,0.0,phase_1,10000,Feature-Extraction,2,2,0.0,0.0,0.0
2026-04-02 09:44:06,0.0,phase_1,10000,Grid-Aggregation,2,2,0.0,0.0,0.0
2026-04-02 09:44:06,0.0,phase_1,10000,Sink: GridSummary-Sink,1,2,0.0,0.0,0.0
2026-04-02 09:44:06,0.0,phase_1,10000,Sink: EventFeature-Sink,1,2,0.0,0.0,0.0
2026-04-02 09:44:11,5.0,phase_1,10000,Source: RocketMQ-Source,2,2,0.0,0.0,0.0
2026-04-02 09:44:11,5.0,phase_1,10000,Watermark-Assigner,2,2,0.0,0.0,0.0
2026-04-02 09:44:11,5.0,phase_1,10000,Hardware-Filter,2,2,0.0,0.0,0.0
2026-04-02 09:44:11,5.0,phase_1,10000,Signal-Extraction,2,2,0.0,0.0,0.0
2026-04-02 09:44:11,5.0,phase_1,10000,Feature-Extraction,2,2,0.0,0.0,0.0
2026-04-02 09:44:11,5.0,phase_1,10000,Grid-Aggregation,2,2,0.0,0.0,0.0
2026-04-02 09:44:11,5.0,phase_1,10000,Sink: GridSummary-Sink,1,2,0.0,0.0,0.0
2026-04-02 09:44:11,5.0,phase_1,10000,Sink: EventFeature-Sink,1,2,0.0,0.0,0.0
2026-04-02 09:44:16,10.1,phase_1,10000,Source: RocketMQ-Source,2,2,0.0,0.0,0.0
2026-04-02 09:44:16,10.1,phase_1,10000,Watermark-Assigner,2,2,0.0,0.0,0.0
2026-04-02 09:44:16,10.1,phase_1,10000,Hardware-Filter,2,2,1240.09,1240.09,0.0
2026-04-02 09:44:16,10.1,phase_1,10000,Signal-Extraction,2,2,951.1,951.1,0.0
2026-04-02 09:44:16,10.1,phase_1,10000,Feature-Extraction,2,2,948.72,948.72,0.0
2026-04-02 09:44:16,10.1,phase_1,10000,Grid-Aggregation,2,2,912.9,0.0,0.0
2026-04-02 09:44:16,10.1,phase_1,10000,Sink: GridSummary-Sink,1,2,0.0,0.0,0.0
